id,room_id/id,noted_date,temp,out/in
__export__.temp_log_62414_a4eb79df,Room Admin,17-10-2018 22:54,37,Out
__export__.temp_log_62413_f4301a9a,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_70703_e147aa35,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62411_e94e9090,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62412_4c8823a4,Room Admin,17-10-2018 22:53,36,Out
__export__.temp_log_62408_a666bbbd,Room Admin,17-10-2018 22:53,36,Out
__export__.temp_log_62409_53b09688,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62407_c1f305b3,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62410_312fa644,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62403_cc0d2be3,Room Admin,17-10-2018 22:53,36,Out
__export__.temp_log_62404_91a2e3b2,Room Admin,17-10-2018 22:53,36,Out
__export__.temp_log_62401_a9541337,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_67617_5dc56518,Room Admin,17-10-2018 22:53,36,Out
__export__.temp_log_70627_8cd44d80,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62400_48d956ba,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62405_e41393de,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_70975_5451e1a2,Room Admin,17-10-2018 22:53,36,Out
__export__.temp_log_70172_a77d69e3,Room Admin,17-10-2018 22:53,37,Out
__export__.temp_log_62397_9a8fc672,Room Admin,17-10-2018 22:53,36,Out
__export__.temp_log_62396_8e647359,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62398_ab0ded4a,Room Admin,17-10-2018 22:52,37,Out
__export__.temp_log_62395_dedfc5e0,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62394_b2cb0f2c,Room Admin,17-10-2018 22:52,37,Out
__export__.temp_log_62402_a2a2327c,Room Admin,17-10-2018 22:52,37,Out
__export__.temp_log_62391_36dc2884,Room Admin,17-10-2018 22:52,37,Out
__export__.temp_log_62393_1b41aac7,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62389_be1b006c,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_63064_f9587f73,Room Admin,17-10-2018 22:52,37,Out
__export__.temp_log_62388_6f46392a,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_72756_a109485e,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62390_837471cc,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62387_8e133024,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62385_314c3430,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_71185_09c664c2,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62383_22984d59,Room Admin,17-10-2018 22:52,35,Out
__export__.temp_log_62381_864c9fe3,Room Admin,17-10-2018 22:52,37,Out
__export__.temp_log_69744_cd283640,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62382_ba33bd64,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62376_68dad4a8,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62379_f5b3357c,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62377_4948ba86,Room Admin,17-10-2018 22:52,36,Out
__export__.temp_log_62375_46dc782f,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62380_0647bb39,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62374_c318983b,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62384_4eaca619,Room Admin,17-10-2018 22:51,37,Out
__export__.temp_log_62373_524a182d,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62368_17dd44f9,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62369_8fd4d121,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_71509_8f7aeaf6,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62363_d4504327,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62365_2f22a77b,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62359_1255d706,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62361_6e668339,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62358_c9bbb3af,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_72504_822bdff7,Room Admin,17-10-2018 22:51,36,Out
__export__.temp_log_62572_957cbf9a,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62362_74e4ea7e,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62357_6fae528a,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62356_faa79f3b,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62355_fa116636,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62353_fd5fefc1,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_69620_106949b0,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62352_84078340,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62351_5ddfdbc4,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_70717_400bde0c,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62350_6f332785,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62349_662f8d89,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62348_41dab8e5,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62371_d2ec991f,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62360_994e8d19,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62346_a857b6ad,Room Admin,17-10-2018 22:50,37,Out
__export__.temp_log_62347_9ce141b6,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62345_ee2c009d,Room Admin,17-10-2018 22:50,36,Out
__export__.temp_log_62344_9a3e251c,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62342_e2071164,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62343_101cf19b,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_69881_8cfc814b,Room Admin,17-10-2018 22:49,37,Out
__export__.temp_log_70709_b11d18ac,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62339_55b87354,Room Admin,17-10-2018 22:49,37,Out
__export__.temp_log_62340_ec61dd40,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62337_3de74557,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62367_ea7ab0f1,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_67647_e33145f6,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62336_a10692ea,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_71808_ac254468,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62334_3dae66ac,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62333_61f9f48d,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_72151_fd239e20,Room Admin,17-10-2018 22:49,36,Out
__export__.temp_log_62341_d693d7c8,Room Admin,17-10-2018 22:49,36,Out
